case_id,topology,speed_cm_s,spin_rad_s,tick_subdivisions,input_permutation,seed,contact_count,maximum_residual_cm_s,maximum_penetration_cm,energy_before_j,energy_after_j,duplicate_impulses,symmetry_error_cm_s,finite_state,state_hash
solver_stress_00032,line_chain,25,0,2,canonical,0,2,4.9999999999999998e-08,5.0000000000000004e-06,0.0053125000000000004,0.0052062499999999999,0,1.0000000000000001e-09,True,71b7f0a173fcebdda3c7efdaf2ee28d37f0a375672acdb1a2036e46c763e360b
solver_stress_00033,line_chain,25,0,2,canonical,1,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0052062499999999999,0,2.0000000000000001e-09,True,b1b09aad55d70c1a8833c15ad27b9de25fe3bb7017e5a2f8335e5a869af542d4
solver_stress_00034,line_chain,25,0,2,canonical,2,2,1.4999999999999999e-07,1.5000000000000002e-05,0.0053125000000000004,0.0052062499999999999,0,3.0000000000000004e-09,True,f862b68be4fbee155fde611b47047e47c7a13780de04745df765ab497057d3a2
solver_stress_00035,line_chain,25,0,2,canonical,3,2,1.9999999999999999e-07,2.0000000000000002e-05,0.0053125000000000004,0.0052062499999999999,0,4.0000000000000002e-09,True,f70582d2c933257739a8f0ea2f58013f657fc2bbc4401c2945d494ac1fa77c77
solver_stress_00036,line_chain,25,0,2,reversed,0,2,4.9999999999999998e-08,5.0000000000000004e-06,0.0053125000000000004,0.0052062499999999999,0,1.0000000000000001e-09,True,71b7f0a173fcebdda3c7efdaf2ee28d37f0a375672acdb1a2036e46c763e360b
solver_stress_00037,line_chain,25,0,2,reversed,1,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0052062499999999999,0,2.0000000000000001e-09,True,b1b09aad55d70c1a8833c15ad27b9de25fe3bb7017e5a2f8335e5a869af542d4
solver_stress_00038,line_chain,25,0,2,reversed,2,2,1.4999999999999999e-07,1.5000000000000002e-05,0.0053125000000000004,0.0052062499999999999,0,3.0000000000000004e-09,True,f862b68be4fbee155fde611b47047e47c7a13780de04745df765ab497057d3a2
solver_stress_00039,line_chain,25,0,2,reversed,3,2,1.9999999999999999e-07,2.0000000000000002e-05,0.0053125000000000004,0.0052062499999999999,0,4.0000000000000002e-09,True,f70582d2c933257739a8f0ea2f58013f657fc2bbc4401c2945d494ac1fa77c77
solver_stress_00040,line_chain,25,0,4,canonical,0,2,2.4999999999999999e-08,2.5000000000000002e-06,0.0053125000000000004,0.0052062499999999999,0,1.0000000000000001e-09,True,0ef74aa60cdf62559e63405f2943fa5141d0b220fbbcf19937f3043440e56be1
solver_stress_00041,line_chain,25,0,4,canonical,1,2,4.9999999999999998e-08,5.0000000000000004e-06,0.0053125000000000004,0.0052062499999999999,0,2.0000000000000001e-09,True,ed36c1f50b56e7ebd30d10ef65cbee33831d789a06390136e3bf2239314ced0e
solver_stress_00042,line_chain,25,0,4,canonical,2,2,7.4999999999999997e-08,7.500000000000001e-06,0.0053125000000000004,0.0052062499999999999,0,3.0000000000000004e-09,True,59b7d5650ea3b16ddc7641ec7bcced794abbbc53b48e8f99bc926ea46c9eea43
solver_stress_00043,line_chain,25,0,4,canonical,3,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0052062499999999999,0,4.0000000000000002e-09,True,bdf8eac5395e30357ac80f60032eb1e5cff2021b2929bce973a4ea68941eff33
solver_stress_00044,line_chain,25,0,4,reversed,0,2,2.4999999999999999e-08,2.5000000000000002e-06,0.0053125000000000004,0.0052062499999999999,0,1.0000000000000001e-09,True,0ef74aa60cdf62559e63405f2943fa5141d0b220fbbcf19937f3043440e56be1
solver_stress_00045,line_chain,25,0,4,reversed,1,2,4.9999999999999998e-08,5.0000000000000004e-06,0.0053125000000000004,0.0052062499999999999,0,2.0000000000000001e-09,True,ed36c1f50b56e7ebd30d10ef65cbee33831d789a06390136e3bf2239314ced0e
solver_stress_00046,line_chain,25,0,4,reversed,2,2,7.4999999999999997e-08,7.500000000000001e-06,0.0053125000000000004,0.0052062499999999999,0,3.0000000000000004e-09,True,59b7d5650ea3b16ddc7641ec7bcced794abbbc53b48e8f99bc926ea46c9eea43
solver_stress_00047,line_chain,25,0,4,reversed,3,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0052062499999999999,0,4.0000000000000002e-09,True,bdf8eac5395e30357ac80f60032eb1e5cff2021b2929bce973a4ea68941eff33
solver_stress_00048,line_chain,25,40,1,canonical,0,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0052062499999999999,0,1.0000000000000001e-09,True,9f0b583bb1f007414387775af8850c6df2b4a1e2920887f69956537a0c6b0b79
solver_stress_00049,line_chain,25,40,1,canonical,1,2,1.9999999999999999e-07,2.0000000000000002e-05,0.0053125000000000004,0.0052062499999999999,0,2.0000000000000001e-09,True,7f88507d7c152f3aaeddf0fcd788e1da51ae3545a0adfbf0a13ff7987a97a49a
solver_stress_00050,line_chain,25,40,1,canonical,2,2,2.9999999999999999e-07,3.0000000000000004e-05,0.0053125000000000004,0.0052062499999999999,0,3.0000000000000004e-09,True,394fd0bb418533c3f0b640b015b1a90263a5e9cd94b7c3b461cbe7f2a1e804de
solver_stress_00051,line_chain,25,40,1,canonical,3,2,3.9999999999999998e-07,4.0000000000000003e-05,0.0053125000000000004,0.0052062499999999999,0,4.0000000000000002e-09,True,9130d16a8f4cbb50138506285a8065c868b64a6a0eb187085261296ec2c42324
solver_stress_00052,line_chain,25,40,1,reversed,0,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0052062499999999999,0,1.0000000000000001e-09,True,9f0b583bb1f007414387775af8850c6df2b4a1e2920887f69956537a0c6b0b79
solver_stress_00053,line_chain,25,40,1,reversed,1,2,1.9999999999999999e-07,2.0000000000000002e-05,0.0053125000000000004,0.0052062499999999999,0,2.0000000000000001e-09,True,7f88507d7c152f3aaeddf0fcd788e1da51ae3545a0adfbf0a13ff7987a97a49a
solver_stress_00054,line_chain,25,40,1,reversed,2,2,2.9999999999999999e-07,3.0000000000000004e-05,0.0053125000000000004,0.0052062499999999999,0,3.0000000000000004e-09,True,394fd0bb418533c3f0b640b015b1a90263a5e9cd94b7c3b461cbe7f2a1e804de
solver_stress_00055,line_chain,25,40,1,reversed,3,2,3.9999999999999998e-07,4.0000000000000003e-05,0.0053125000000000004,0.0052062499999999999,0,4.0000000000000002e-09,True,9130d16a8f4cbb50138506285a8065c868b64a6a0eb187085261296ec2c42324
solver_stress_00056,line_chain,25,40,2,canonical,0,2,4.9999999999999998e-08,5.0000000000000004e-06,0.0053125000000000004,0.0052062499999999999,0,1.0000000000000001e-09,True,cece157917e58c8d43672cf6458da8938c56e9789358ee961342018e16c68cc8
solver_stress_00057,line_chain,25,40,2,canonical,1,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0052062499999999999,0,2.0000000000000001e-09,True,f882de7d231baaba8a7ad7123585433473f1f9aab8748c6e0223811803b82e07
solver_stress_00058,line_chain,25,40,2,canonical,2,2,1.4999999999999999e-07,1.5000000000000002e-05,0.0053125000000000004,0.0052062499999999999,0,3.0000000000000004e-09,True,00545b7e605ce2d5b5ea3f3dacccc44bc00b22ed46dbc8aad56038da428efdbb
solver_stress_00059,line_chain,25,40,2,canonical,3,2,1.9999999999999999e-07,2.0000000000000002e-05,0.0053125000000000004,0.0052062499999999999,0,4.0000000000000002e-09,True,f0af61367d1adf2d59aed173ab6b50eb833459bd278240bba04ed78b1fb19f7a
solver_stress_00060,line_chain,25,40,2,reversed,0,2,4.9999999999999998e-08,5.0000000000000004e-06,0.0053125000000000004,0.0052062499999999999,0,1.0000000000000001e-09,True,cece157917e58c8d43672cf6458da8938c56e9789358ee961342018e16c68cc8
solver_stress_00061,line_chain,25,40,2,reversed,1,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0052062499999999999,0,2.0000000000000001e-09,True,f882de7d231baaba8a7ad7123585433473f1f9aab8748c6e0223811803b82e07
solver_stress_00062,line_chain,25,40,2,reversed,2,2,1.4999999999999999e-07,1.5000000000000002e-05,0.0053125000000000004,0.0052062499999999999,0,3.0000000000000004e-09,True,00545b7e605ce2d5b5ea3f3dacccc44bc00b22ed46dbc8aad56038da428efdbb
solver_stress_00063,line_chain,25,40,2,reversed,3,2,1.9999999999999999e-07,2.0000000000000002e-05,0.0053125000000000004,0.0052062499999999999,0,4.0000000000000002e-09,True,f0af61367d1adf2d59aed173ab6b50eb833459bd278240bba04ed78b1fb19f7a
solver_stress_00064,line_chain,25,40,4,canonical,0,2,2.4999999999999999e-08,2.5000000000000002e-06,0.0053125000000000004,0.0052062499999999999,0,1.0000000000000001e-09,True,cf9f978b4e454a4107d23687cfa99e25cb19929a8f657dbbc8d8ca2046487d20
solver_stress_00065,line_chain,25,40,4,canonical,1,2,4.9999999999999998e-08,5.0000000000000004e-06,0.0053125000000000004,0.0052062499999999999,0,2.0000000000000001e-09,True,512f225e95311ccbadb886da17737d167448a171ac666d354815d559ecc44fe5
solver_stress_00066,line_chain,25,40,4,canonical,2,2,7.4999999999999997e-08,7.500000000000001e-06,0.0053125000000000004,0.0052062499999999999,0,3.0000000000000004e-09,True,ee82b2ceefecd15784345415197c2b1df5721e7e95e02bed67bc062e3e7245c4
solver_stress_00067,line_chain,25,40,4,canonical,3,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0052062499999999999,0,4.0000000000000002e-09,True,c5e692a48ab07afee7d13533f0864aec92df056034bae7938ba67daa0c7e6b92
solver_stress_00068,line_chain,25,40,4,reversed,0,2,2.4999999999999999e-08,2.5000000000000002e-06,0.0053125000000000004,0.0052062499999999999,0,1.0000000000000001e-09,True,cf9f978b4e454a4107d23687cfa99e25cb19929a8f657dbbc8d8ca2046487d20
solver_stress_00069,line_chain,25,40,4,reversed,1,2,4.9999999999999998e-08,5.0000000000000004e-06,0.0053125000000000004,0.0052062499999999999,0,2.0000000000000001e-09,True,512f225e95311ccbadb886da17737d167448a171ac666d354815d559ecc44fe5
solver_stress_00070,line_chain,25,40,4,reversed,2,2,7.4999999999999997e-08,7.500000000000001e-06,0.0053125000000000004,0.0052062499999999999,0,3.0000000000000004e-09,True,ee82b2ceefecd15784345415197c2b1df5721e7e95e02bed67bc062e3e7245c4
solver_stress_00071,line_chain,25,40,4,reversed,3,2,9.9999999999999995e-08,1.0000000000000001e-05,0.0053125000000000004,0.0052062499999999999,0,4.0000000000000002e-09,True,c5e692a48ab07afee7d13533f0864aec92df056034bae7938ba67daa0c7e6b92
solver_stress_00072,line_chain,100,-40,1,canonical,0,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.083299999999999999,0,1.0000000000000001e-09,True,256932da6d3e0b6f10f5d9772a50f2fda152921966f92be5b51275af9321833f
solver_stress_00073,line_chain,100,-40,1,canonical,1,2,1.9999999999999999e-07,2.0000000000000002e-05,0.085000000000000006,0.083299999999999999,0,2.0000000000000001e-09,True,a75e2474942e76b5f291641ddccc667e21b333f280b461e994e42d1bc50db760
solver_stress_00074,line_chain,100,-40,1,canonical,2,2,2.9999999999999999e-07,3.0000000000000004e-05,0.085000000000000006,0.083299999999999999,0,3.0000000000000004e-09,True,1f408a5bf48876f47b40e43420d519e683f19d7390f281517273d905f1cae266
solver_stress_00075,line_chain,100,-40,1,canonical,3,2,3.9999999999999998e-07,4.0000000000000003e-05,0.085000000000000006,0.083299999999999999,0,4.0000000000000002e-09,True,10eff1ad6bb32e66cfd9283b8baefea3638814c902b391594bbbc2767a31864a
solver_stress_00076,line_chain,100,-40,1,reversed,0,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.083299999999999999,0,1.0000000000000001e-09,True,256932da6d3e0b6f10f5d9772a50f2fda152921966f92be5b51275af9321833f
solver_stress_00077,line_chain,100,-40,1,reversed,1,2,1.9999999999999999e-07,2.0000000000000002e-05,0.085000000000000006,0.083299999999999999,0,2.0000000000000001e-09,True,a75e2474942e76b5f291641ddccc667e21b333f280b461e994e42d1bc50db760
solver_stress_00078,line_chain,100,-40,1,reversed,2,2,2.9999999999999999e-07,3.0000000000000004e-05,0.085000000000000006,0.083299999999999999,0,3.0000000000000004e-09,True,1f408a5bf48876f47b40e43420d519e683f19d7390f281517273d905f1cae266
solver_stress_00079,line_chain,100,-40,1,reversed,3,2,3.9999999999999998e-07,4.0000000000000003e-05,0.085000000000000006,0.083299999999999999,0,4.0000000000000002e-09,True,10eff1ad6bb32e66cfd9283b8baefea3638814c902b391594bbbc2767a31864a
solver_stress_00080,line_chain,100,-40,2,canonical,0,2,4.9999999999999998e-08,5.0000000000000004e-06,0.085000000000000006,0.083299999999999999,0,1.0000000000000001e-09,True,71b3b9aec9fdeb95c8732c6cf018c9bb323e18ca3390379cec4669dac7ea5e98
solver_stress_00081,line_chain,100,-40,2,canonical,1,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.083299999999999999,0,2.0000000000000001e-09,True,4b10edbdf0c07308d3aa073db14df6bf426c0762141dc11b4b90864716a3048e
solver_stress_00082,line_chain,100,-40,2,canonical,2,2,1.4999999999999999e-07,1.5000000000000002e-05,0.085000000000000006,0.083299999999999999,0,3.0000000000000004e-09,True,100b456b857de8f1ced0628ae43ceddf3957cb924eae3687efadc05018916cb4
solver_stress_00083,line_chain,100,-40,2,canonical,3,2,1.9999999999999999e-07,2.0000000000000002e-05,0.085000000000000006,0.083299999999999999,0,4.0000000000000002e-09,True,63fd0ada6300968327140e9798ddd32916e3f324bef22b9e2066166a343ab3f9
solver_stress_00084,line_chain,100,-40,2,reversed,0,2,4.9999999999999998e-08,5.0000000000000004e-06,0.085000000000000006,0.083299999999999999,0,1.0000000000000001e-09,True,71b3b9aec9fdeb95c8732c6cf018c9bb323e18ca3390379cec4669dac7ea5e98
solver_stress_00085,line_chain,100,-40,2,reversed,1,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.083299999999999999,0,2.0000000000000001e-09,True,4b10edbdf0c07308d3aa073db14df6bf426c0762141dc11b4b90864716a3048e
solver_stress_00086,line_chain,100,-40,2,reversed,2,2,1.4999999999999999e-07,1.5000000000000002e-05,0.085000000000000006,0.083299999999999999,0,3.0000000000000004e-09,True,100b456b857de8f1ced0628ae43ceddf3957cb924eae3687efadc05018916cb4
solver_stress_00087,line_chain,100,-40,2,reversed,3,2,1.9999999999999999e-07,2.0000000000000002e-05,0.085000000000000006,0.083299999999999999,0,4.0000000000000002e-09,True,63fd0ada6300968327140e9798ddd32916e3f324bef22b9e2066166a343ab3f9
solver_stress_00088,line_chain,100,-40,4,canonical,0,2,2.4999999999999999e-08,2.5000000000000002e-06,0.085000000000000006,0.083299999999999999,0,1.0000000000000001e-09,True,9ef49ad324646758f337daa91fe92a3db197c0c966ecb485910a73a48437651a
solver_stress_00089,line_chain,100,-40,4,canonical,1,2,4.9999999999999998e-08,5.0000000000000004e-06,0.085000000000000006,0.083299999999999999,0,2.0000000000000001e-09,True,8315ba4f22fd5d529560381c81fa00a6ca678593c7abb188527b72c47b36f7ce
solver_stress_00090,line_chain,100,-40,4,canonical,2,2,7.4999999999999997e-08,7.500000000000001e-06,0.085000000000000006,0.083299999999999999,0,3.0000000000000004e-09,True,758043a1427b8856b196574d1b09b87798bae1f2d7537aacbc54ecc6264f096e
solver_stress_00091,line_chain,100,-40,4,canonical,3,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.083299999999999999,0,4.0000000000000002e-09,True,6962216d727dd3600f31b7e796373f79dd2551d458512595aa7cce02d577d956
solver_stress_00092,line_chain,100,-40,4,reversed,0,2,2.4999999999999999e-08,2.5000000000000002e-06,0.085000000000000006,0.083299999999999999,0,1.0000000000000001e-09,True,9ef49ad324646758f337daa91fe92a3db197c0c966ecb485910a73a48437651a
solver_stress_00093,line_chain,100,-40,4,reversed,1,2,4.9999999999999998e-08,5.0000000000000004e-06,0.085000000000000006,0.083299999999999999,0,2.0000000000000001e-09,True,8315ba4f22fd5d529560381c81fa00a6ca678593c7abb188527b72c47b36f7ce
solver_stress_00094,line_chain,100,-40,4,reversed,2,2,7.4999999999999997e-08,7.500000000000001e-06,0.085000000000000006,0.083299999999999999,0,3.0000000000000004e-09,True,758043a1427b8856b196574d1b09b87798bae1f2d7537aacbc54ecc6264f096e
solver_stress_00095,line_chain,100,-40,4,reversed,3,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.083299999999999999,0,4.0000000000000002e-09,True,6962216d727dd3600f31b7e796373f79dd2551d458512595aa7cce02d577d956
solver_stress_00096,line_chain,100,0,1,canonical,0,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.083299999999999999,0,1.0000000000000001e-09,True,97b8ef3618cd03243b11372eb9849cb033b9673ef05985c8128c0debec16394a
solver_stress_00097,line_chain,100,0,1,canonical,1,2,1.9999999999999999e-07,2.0000000000000002e-05,0.085000000000000006,0.083299999999999999,0,2.0000000000000001e-09,True,36c3d52531c8acfc64dfb109cf60f5d89f9668e79a4d1c681e986f69a8837b72
solver_stress_00098,line_chain,100,0,1,canonical,2,2,2.9999999999999999e-07,3.0000000000000004e-05,0.085000000000000006,0.083299999999999999,0,3.0000000000000004e-09,True,84dd1a21cbd321b7c62cd92a077ebb4da72c6be7d5b7fb7bb799001aa63065f4
solver_stress_00099,line_chain,100,0,1,canonical,3,2,3.9999999999999998e-07,4.0000000000000003e-05,0.085000000000000006,0.083299999999999999,0,4.0000000000000002e-09,True,01fbf4d148a15964defd279038bffaeac2ad17de8af8491925fe8b2727e29744
solver_stress_00100,line_chain,100,0,1,reversed,0,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.083299999999999999,0,1.0000000000000001e-09,True,97b8ef3618cd03243b11372eb9849cb033b9673ef05985c8128c0debec16394a
solver_stress_00101,line_chain,100,0,1,reversed,1,2,1.9999999999999999e-07,2.0000000000000002e-05,0.085000000000000006,0.083299999999999999,0,2.0000000000000001e-09,True,36c3d52531c8acfc64dfb109cf60f5d89f9668e79a4d1c681e986f69a8837b72
solver_stress_00102,line_chain,100,0,1,reversed,2,2,2.9999999999999999e-07,3.0000000000000004e-05,0.085000000000000006,0.083299999999999999,0,3.0000000000000004e-09,True,84dd1a21cbd321b7c62cd92a077ebb4da72c6be7d5b7fb7bb799001aa63065f4
solver_stress_00103,line_chain,100,0,1,reversed,3,2,3.9999999999999998e-07,4.0000000000000003e-05,0.085000000000000006,0.083299999999999999,0,4.0000000000000002e-09,True,01fbf4d148a15964defd279038bffaeac2ad17de8af8491925fe8b2727e29744
solver_stress_00104,line_chain,100,0,2,canonical,0,2,4.9999999999999998e-08,5.0000000000000004e-06,0.085000000000000006,0.083299999999999999,0,1.0000000000000001e-09,True,c7a4af837393f0ed64383d678ffb39b5b350700f3fceb0fd8fdfe4a1f97e7d24
solver_stress_00105,line_chain,100,0,2,canonical,1,2,9.9999999999999995e-08,1.0000000000000001e-05,0.085000000000000006,0.083299999999999999,0,2.0000000000000001e-09,True,1e180cba243527e2a528e2b70d3aeefea4ed1da94c855ea5912b9df72d46a4e6
