point_id,role,series_id,group_id,case_id,metric,source_value,source_unit,normalized_value,normalized_unit,measurement_uncertainty,digitization_uncertainty,conversion_uncertainty,coverage_factor,engineering_absolute_tolerance,engineering_relative_tolerance,source_locator,pool_applicability
cross_back_residual_frame_081,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,0.032992158823503814,px,0.032992158823503814,px,0,0,0,2,0,0,"Supplementary video 4582, back ball source frame 81, OLS residual",NOT_APPLICABLE
cross_back_residual_frame_082,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,0.006169288235298609,px,0.006169288235298609,px,0,0,0,2,0,0,"Supplementary video 4582, back ball source frame 82, OLS residual",NOT_APPLICABLE
cross_back_residual_frame_083,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,0.06818741764709557,px,0.06818741764709557,px,0,0,0,2,0,0,"Supplementary video 4582, back ball source frame 83, OLS residual",NOT_APPLICABLE
cross_back_residual_frame_084,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,-0.05277345294121005,px,-0.05277345294121005,px,0,0,0,2,0,0,"Supplementary video 4582, back ball source frame 84, OLS residual",NOT_APPLICABLE
cross_back_residual_frame_085,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,-0.04990432352934704,px,-0.04990432352934704,px,0,0,0,2,0,0,"Supplementary video 4582, back ball source frame 85, OLS residual",NOT_APPLICABLE
cross_back_residual_frame_086,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,0.02091080588229488,px,0.02091080588229488,px,0,0,0,2,0,0,"Supplementary video 4582, back ball source frame 86, OLS residual",NOT_APPLICABLE
cross_back_residual_frame_087,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,0.12011993529415577,px,0.12011993529415577,px,0,0,0,2,0,0,"Supplementary video 4582, back ball source frame 87, OLS residual",NOT_APPLICABLE
cross_back_residual_frame_088,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,-0.02033393529410432,px,-0.02033393529410432,px,0,0,0,2,0,0,"Supplementary video 4582, back ball source frame 88, OLS residual",NOT_APPLICABLE
cross_back_residual_frame_089,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,0.02763119411764592,px,0.02763119411764592,px,0,0,0,2,0,0,"Supplementary video 4582, back ball source frame 89, OLS residual",NOT_APPLICABLE
cross_back_residual_frame_090,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,-0.037594676470575905,px,-0.037594676470575905,px,0,0,0,2,0,0,"Supplementary video 4582, back ball source frame 90, OLS residual",NOT_APPLICABLE
cross_back_residual_frame_091,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,-0.12011654705884212,px,-0.12011654705884212,px,0,0,0,2,0,0,"Supplementary video 4582, back ball source frame 91, OLS residual",NOT_APPLICABLE
cross_back_residual_frame_092,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,-0.09500841764702272,px,-0.09500841764702272,px,0,0,0,2,0,0,"Supplementary video 4582, back ball source frame 92, OLS residual",NOT_APPLICABLE
cross_back_residual_frame_093,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,0.10529871176470351,px,0.10529871176470351,px,0,0,0,2,0,0,"Supplementary video 4582, back ball source frame 93, OLS residual",NOT_APPLICABLE
cross_back_residual_frame_094,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,-0.06276815882358733,px,-0.06276815882358733,px,0,0,0,2,0,0,"Supplementary video 4582, back ball source frame 94, OLS residual",NOT_APPLICABLE
cross_back_residual_frame_095,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,0.10037397058829356,px,0.10037397058829356,px,0,0,0,2,0,0,"Supplementary video 4582, back ball source frame 95, OLS residual",NOT_APPLICABLE
cross_front_ols_slope,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_slope,1751.4705882352944,px/s,1751.4705882352944,px/s,0,0,0,2,0,0,OLS of front ball frames 80-95,NOT_APPLICABLE
cross_front_ols_intercept,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_intercept,272.6397058823529,px,272.6397058823529,px,0,0,0,2,0,0,OLS of front ball frames 80-95,NOT_APPLICABLE
cross_front_ols_residual_rmse,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual_rmse,0.5485848869147235,px,0.5485848869147235,px,0,0,0,2,0,0,OLS of front ball frames 80-95,NOT_APPLICABLE
cross_front_coordinate_slope_uncertainty,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,coordinate_slope_uncertainty,32.53956867279843,px/s,32.53956867279843,px/s,0,0,0,2,0,0,one-pixel standard uncertainty propagated through OLS,NOT_APPLICABLE
cross_front_residual_frame_080,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,-0.41911764705884025,px,-0.41911764705884025,px,0,0,0,2,0,0,"Supplementary video 4582, front ball source frame 80, OLS residual",NOT_APPLICABLE
cross_front_residual_frame_081,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,-0.3382352941176805,px,-0.3382352941176805,px,0,0,0,2,0,0,"Supplementary video 4582, front ball source frame 81, OLS residual",NOT_APPLICABLE
cross_front_residual_frame_082,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,-0.2573529411764639,px,-0.2573529411764639,px,0,0,0,2,0,0,"Supplementary video 4582, front ball source frame 82, OLS residual",NOT_APPLICABLE
cross_front_residual_frame_083,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,0.823529411764639,px,0.823529411764639,px,0,0,0,2,0,0,"Supplementary video 4582, front ball source frame 83, OLS residual",NOT_APPLICABLE
cross_front_residual_frame_084,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,-0.0955882352941444,px,-0.0955882352941444,px,0,0,0,2,0,0,"Supplementary video 4582, front ball source frame 84, OLS residual",NOT_APPLICABLE
cross_front_residual_frame_085,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,0.9852941176470722,px,0.9852941176470722,px,0,0,0,2,0,0,"Supplementary video 4582, front ball source frame 85, OLS residual",NOT_APPLICABLE
cross_front_residual_frame_086,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,0.06617647058817511,px,0.06617647058817511,px,0,0,0,2,0,0,"Supplementary video 4582, front ball source frame 86, OLS residual",NOT_APPLICABLE
cross_front_residual_frame_087,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,-0.8529411764706083,px,-0.8529411764706083,px,0,0,0,2,0,0,"Supplementary video 4582, front ball source frame 87, OLS residual",NOT_APPLICABLE
cross_front_residual_frame_088,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,0.2279411764704946,px,0.2279411764704946,px,0,0,0,2,0,0,"Supplementary video 4582, front ball source frame 88, OLS residual",NOT_APPLICABLE
cross_front_residual_frame_089,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,0.3088235294117112,px,0.3088235294117112,px,0,0,0,2,0,0,"Supplementary video 4582, front ball source frame 89, OLS residual",NOT_APPLICABLE
cross_front_residual_frame_090,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,0.3897058823529278,px,0.3897058823529278,px,0,0,0,2,0,0,"Supplementary video 4582, front ball source frame 90, OLS residual",NOT_APPLICABLE
cross_front_residual_frame_091,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,-0.5294117647058556,px,-0.5294117647058556,px,0,0,0,2,0,0,"Supplementary video 4582, front ball source frame 91, OLS residual",NOT_APPLICABLE
cross_front_residual_frame_092,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,-0.448529411764639,px,-0.448529411764639,px,0,0,0,2,0,0,"Supplementary video 4582, front ball source frame 92, OLS residual",NOT_APPLICABLE
cross_front_residual_frame_093,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,-0.3676470588235361,px,-0.3676470588235361,px,0,0,0,2,0,0,"Supplementary video 4582, front ball source frame 93, OLS residual",NOT_APPLICABLE
cross_front_residual_frame_094,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,0.7132352941175668,px,0.7132352941175668,px,0,0,0,2,0,0,"Supplementary video 4582, front ball source frame 94, OLS residual",NOT_APPLICABLE
cross_front_residual_frame_095,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ols_residual,-0.2058823529412166,px,-0.2058823529412166,px,0,0,0,2,0,0,"Supplementary video 4582, front ball source frame 95, OLS residual",NOT_APPLICABLE
cross_ratio_coordinate_uncertainty,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ratio_coordinate_uncertainty,0.02610928824969865,dimensionless,0.02610928824969865,dimensionless,0,0,0,2,0,0,one-pixel coordinate uncertainty propagated through both OLS slopes,NOT_APPLICABLE
cross_ratio_common_time_offset_uncertainty,extraction_intermediate,cross_frozen_cue_pair,equal_speed_release,cross_cue_frozen_pair,ratio_common_time_offset_uncertainty,0,dimensionless,0,dimensionless,0,0,0,2,0,0,shared half-frame absolute time offset cancels algebraically from the back/front slope ratio,NOT_APPLICABLE
